instagram_handle,creator_name,region_focus,source_countries,followers,engagement_avg,engagement_rate,composite_score,ltk_shopmy_signal,source_urls,ltk_signal,shopmy_signal,signal_source,signal_last_checked,creator_type,style_archetype,price_tier,category_focus,audience_life_stage,commerce_readiness_score,influence_score,matchability_score,audience_fit_score,final_score,scoring_notes,scored_on
kayleeslaught,Kaylee Slaught,US/CA,United States,104800,1100,0.010496,0.007011,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.70,5,0,5.70,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
xugarrah,Xugarrah,US/CA,United States,2700000,8370,0.003100,0.006823,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.68,5,0,5.68,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kelleywolf,KELLEY WOLF,US/CA,Canada,98100,991,0.010102,0.006742,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,publisher,classic,mid,mixed,aspirational,0,0.67,15,0,15.67,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
michellerandolph,Michelle Randolph,US/CA,United States,2800000,7560,0.002700,0.006740,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram;https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,publisher,classic,premium,mixed,aspirational,0,0.67,15,0,15.67,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
janechuck,Jane Chuck,Asia,Malaysia,618300,5300,0.008572,0.006673,Unknown,https://hypeauditor.com/top-instagram-fashion-malaysia/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.67,5,0,5.67,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
efrat_dor,Efrat Dor,US/CA,Canada,49300,498,0.010101,0.006654,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.67,5,0,5.67,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
canadabloggersakshi,Sakshi,US/CA,Canada,98400,974,0.009898,0.006609,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.66,5,0,5.66,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
martyblendz,Marty Arredondo,US/CA,United States,955000,7162,0.007499,0.006575,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.66,5,0,5.66,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
soulsbycj,CJ,US/CA,United States,150600,1461,0.009701,0.006574,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.66,5,0,5.66,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
realcalisono,Cali Sono,US/CA,United States,135100,1283,0.009497,0.006413,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.64,5,0,5.64,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
maryna.kishchuk,Maryna Kishchuk,US/CA,United States,625000,5000,0.008000,0.006312,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.63,5,0,5.63,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
amieemisobbah,Amiee nazma sultana,Asia,Hong Kong,1000000,6900,0.006900,0.006264,Unknown,https://hypeauditor.com/top-instagram-fashion-hong-kong/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.63,5,0,5.63,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
maddyalivia_,Maddy,US/CA,United States,268100,2386,0.008900,0.006261,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-boston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.63,5,0,5.63,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
reztothecity,Rez to the City,US/CA,United States,27800,264,0.009496,0.006221,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-the-united-states-to-follow-in-2024-style-icons-redefining-the-industry,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.62,5,0,5.62,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
85southshow,The 85 South Show,US/CA,United States,3400000,680,0.000200,0.006181,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-atlanta-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.62,5,0,5.62,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
pastel.shark,Kim Borja,US/CA,Canada,66600,619,0.009294,0.006158,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,romantic,mid,mixed,aspirational,0,0.62,15,0,15.62,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
yassmine,Yassmine,US/CA,United States,2300000,6900,0.003000,0.006042,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.60,5,0,5.60,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
gracelsyy,Grace Lim,Asia,Singapore,67300,595,0.008841,0.005864,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.59,5,0,5.59,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jennip88,Jenni,US/CA,United States,518900,3944,0.007601,0.005862,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.59,5,0,5.59,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kc_doubletake,Kenzie & Carol Carter,US/CA,United States,131600,1119,0.008503,0.005758,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.58,5,0,5.58,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
alissa.ashley,Alissa Ashley,US/CA,Canada,1000000,6100,0.006100,0.005742,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.57,5,0,5.57,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jae.ashley,Jae Ashley,US/CA,United States,913700,5574,0.006100,0.005588,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.56,5,0,5.56,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
sayed5inco,Dr Sayed Ali,Asia,United Arab Emirates,1000000,5600,0.005600,0.005415,Unknown,https://hypeauditor.com/top-instagram-fashion-united-arab-emirates/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.54,5,0,5.54,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
aryanasayeed1,Aryana Sayeed,US/CA,United States,1800000,6120,0.003400,0.005409,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.54,5,0,5.54,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
maggiemcgaugh,maggie mcgaugh,US/CA,United States,2100000,5250,0.002500,0.005358,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.54,5,0,5.54,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
michaeldean2.0,Michael Dean,US/CA,United States,2100000,5040,0.002400,0.005293,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.53,5,0,5.53,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
stickiest_peach,Victoria Peach,US/CA,Canada,1400000,6020,0.004300,0.005282,Unknown,https://infludata.com/rankings/top-20-influencer-canada-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.53,5,0,5.53,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
_marylane,Mary Lane,US/CA,United States,1000000,5200,0.005200,0.005154,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.52,5,0,5.52,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
brandygontherocks,Brandy,US/CA,United States,1400000,5740,0.004100,0.005151,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,edgy,premium,mixed,aspirational,0,0.52,15,0,15.52,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
erinelizabethh,Erin Elizabeth,US/CA,Canada,33600,256,0.007619,0.005006,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-canada-to-follow-in-2024,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.50,5,0,5.50,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
nicoleporche2,Nicole Porche,US/CA,United States,220000,1562,0.007100,0.005000,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.50,5,0,5.50,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
dallassh,Dallas S,US/CA,United States,182700,1315,0.007198,0.004997,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.50,5,0,5.50,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
madison.merchant,Madison Merchant,US/CA,United States,241300,1689,0.007000,0.004973,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.50,5,0,5.50,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
the.internationalkid,JAY MA,US/CA,United States,494300,3114,0.006300,0.004968,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.50,5,0,5.50,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
yasminyousri_,Yasmin Yousri,Asia,United Arab Emirates,1400000,5300,0.003786,0.004946,Unknown,https://hypeauditor.com/top-instagram-fashion-united-arab-emirates/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.49,5,0,5.49,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
leataly,Lea Taly,US/CA,United States,224200,1569,0.006998,0.004941,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.49,5,0,5.49,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
brittanyofficial,Brittany,US/CA,United States,1600000,5120,0.003200,0.004921,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.49,5,0,5.49,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
iamjazxy,Jasmine,US/CA,United States,713700,3997,0.005600,0.004904,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.49,5,0,5.49,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
aimeechengbradshaw,Aimee Cheng-Bradshaw,Asia,Singapore,307700,2000,0.006500,0.004765,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.48,5,0,5.48,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
alexiz,Alexiz,US/CA,United States,1400000,4900,0.003500,0.004760,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,0.48,5,0,5.48,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
_poojj,Pooja Venkatesh,US/CA,United States,326400,2056,0.006299,0.004668,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.47,5,0,5.47,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
katelann_j,Katelan Johnson,US/CA,United States,378000,2306,0.006101,0.004631,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.46,5,0,5.46,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
